Price Change,Volume Change
2.580002,-903000
-0.580002,-1583900
0.370003,-1396800
-0.620003,4350100
3.5,-480000
1.25,5588900
3.889999,-1281300
-2.36,-5421800
0.529999,-1382600
-2.080002,-656400
0.279999,1626100
-1.029999,-2351100
1.37001,-1533200
-1.300003,1643400
0.449997,-235300
0.850006,1236100
1.599991,-686100
-1.550003,-1931900
1.670013,-356400
-0.720001,317200
0.459992,1616200
-1.739991,-1535300
-0.570007,-137500
-0.070007,1407900
-1.279999,-763000
-0.73999,4334100
-0.510002,-3197100
1.310005,463000
-0.220002,1490100
1.439988,-2661300
-0.25,1395900
-0.339997,480600
-0.949997,-1005900
-1.589996,-720500
0.239998,-1207000
0.209999,2924100
0.300003,-1308500
-0.340004,-1162100
0.730003,1980700
-1.590004,-275900
-0.650001,-2983500
1.580002,648500
0.650001,848800
0.269997,2187000
-1.239998,-1649300
0.580002,-45800
0.609993,-1338300
0.480011,-2942600
-0.419998,6795000
-1.180008,-2842800
-0.769997,365700
0.93,1185400
-0.279998,-86300
-0.910004,1320100
-2.510002,-2785000
-0.39,1722200
-1.809997,-348500
-0.129997,-646500
-0.600006,1342600
0.050003,662300
2.260002,-1402300
-1.370003,2471000
-0.849998,665000
-0.540001,-2906900
0.25,260700
2.330001,-772200
-1.819999,1144000
1.949997,1609700
0.239998,-1266600
-1.419999,11702800
6.340004,-7312300
0.370003,-2359100
-1.330009,-1964200
0.020004,149200
-1.110001,5392600
-3.639999,-6625100
0.489998,-626000
-1.430001,787100
-1.599998,-985800
-0.730003,1908600
-1.119995,-514400
1.709999,665800
-0.800003,-984500
0.520004,1499800
1.75,-3060700
-0.14,238900
-0.120002,111300
0.790001,26600
-0.040001,-1049600
0.540001,5420700
-0.230004,-1543200
-0.059997,2844100
-2.470002,-4700700
-0.470001,-1777400
-0.829994,1135100
-0.380005,-1004300
-0.909996,358700
0.400002,549400
0.299995,-2345800
-1.129997,1484500
-0.240006,242600
0.600006,1125000
1.360001,-864400
0.169998,796300
1.209999,-1878800
0.040001,158600
-0.639999,136700
0.489998,1711200
0.580002,1943400
-0.950005,-3465100
-0.379997,-3800
-0.940003,-551700
-0.769996,1063400
1.709999,-553200
1.010002,692800
-0.290001,800500
-1.5,-1445200
0.909996,-863200
0.630005,1781900
-1.950005,239900
1.090004,-977300
1.129997,-32300
0.32,1114700
-1.989998,-778600
-0.069999,1473500
-0.599999,-1702200
0.019997,682000
0.349998,-713700
0.010002,1191800
-0.580001,2200400
-1.489998,352000
1.470001,-511700
-0.599999,2380800
-1.020004,9506400
-4.779999,-5191000
-3.419998,-6298800
-3.970001,-3285600
0.370003,4080800
-2.790001,-2028400
1.25,-1312700
-1.400002,1227600
-0.489998,-695200
1.46,-163100
0.080001,504200
3.109993,-1489400
-0.419998,1975300
1.410004,-2830800
-0.150002,446100
0.379998,1772700
-1.909996,-505400
0.29,-1242600
0.079995,2142800
1.370002,6263600
0.440003,-7352100
0.669998,1159300
0.32,-135200
0.300003,1336600
0.589996,-1316700
1.190003,1883400
-1.050004,-1556200
-0.209999,1007800
-0.650001,-2222100
-0.25,1301200
-0.909996,-2196500
0.159996,2219500
0.340004,-642200
1.540001,679200
-2.090004,-853200
-1.589997,-744300
-1.760002,992100
2.089997,91600
-3.129998,-1615000
0.930001,1815300
1.230003,-328400
1.459999,-3900
-0.93,350300
-3.209999,937900
-0.32,1077700
1.209999,-1243000
1.68,-240500
-1.04,291400
-1.410004,3322500
1.099998,-3054100
2.030007,-990500
1.229995,-780900
0.340004,1563900
-1.580001,-2079700
-1.400002,4420300
0.830002,-870800
-2.099999,1326800
-1.990005,-2499100
0.130005,1546100
1.339996,-717100
1.130005,2679600
-0.240005,3106700
-1.879998,-2702000
0.839997,-2310500
0.160003,-954700
-2.580002,-1095300
0.419999,-1887500
0.68,1520500
1.75,216500
-0.509995,-728500
-2.440002,1483200
2.809998,51400
0.660003,2143100
-1.400001,5256100
-3.209999,-4006100
-0.720002,2340800
-2.370002,-3589700
-0.369995,4781200
4.629997,-4310600
-0.830002,582400
0.350006,-2670300
0.409996,3060500
-6.199997,-213300
0.150002,-2294600
-0.710007,8055000
0.960007,-6464600
-1.690003,304000
-0.86,-2681800
0.040001,2717300
-1.779999,-5300
-1.370003,4090900
-3.769997,-2763000
2.329995,2034200
1.670005,-255900
2.009995,461600
-1.720001,-1647600
1.280006,1487600
2.979996,6079500
-3.059998,-3888000
-3.069999,-4776800
0.5,268900
-2.029999,594300
4.419998,-1108900
0.139999,222000
2.580002,-4130100
-0.840004,410900
3.169998,-2161100
1.230004,3175300
0.090004,848000
-1.890007,2775600
3.550003,-5375500
-0.680001,4890100
-3.729995,-1433000
0.419998,-1433100
0.650001,-1325300
-2.550003,1061900
0.720002,-309400
0.86,-383500
2.309998,4173700
-3.159996,-4686400
-0.060006,1120000
-2.11,412900
0.580002,2097000
1.349998,12554300
-9.439995,-11104900
2.939995,-2554800
-0.799995,489500
-0.930001,-2264800
2.149994,-1812800
0.370003,415500
-1.010002,-632400
2.480003,-208500
0.610001,1223300
1.440002,1194400
-2.410003,-1333800
0.550003,-757500
-3.209999,-890500
-0.610001,-893300
-2.300003,288200
0.080002,-2961300
-0.810005,-686100
0.080001,3959200
1.39,708900
1.529999,6015300
0.480003,-5069100
1.839996,562500
0.560006,2967800
-3.630005,-2711600
-0.57,1533500
-1.619995,300700
2.279999,-2495400
-0.169999,1169400
2.169999,1821200
-4.270005,34400
-3.149994,-298000
3.229996,-1156200
-0.830002,-452600
-2.939994,959800
4.699996,-6356700
0.07,4332300
-1.019996,4279100
-0.760003,2503500
-5.010002,4781300
-3.139999,-2169800
4.230003,-5028300
4.110001,444200
-2.599999,-2735300
2.849999,1708400
3.879997,3079900
-4.470001,-3735200
3,-1354800
1.130005,-328500
2.399994,-1757300
-1.119995,4594200
4.79,-3815800
3.46,1466800
-0.720002,-2486700
0.290001,2820000
-2.279999,1527500
-2.490005,658200
-0.919998,1513900
-7.619995,-3106800
2.409996,1188200
2.279998,70700
-0.75,1840100
5.260003,-4481700
3.650001,30700
-1.730003,5483600
0.739998,1040600
-3.229996,-4940500
5.309997,3783400
-1.389999,1987400
-4.459999,7535800
1.25,-3343800
1.550003,-3313200
5.099999,-6564300
4.970001,105300
2.819999,-1883500
1.299996,1820300
5.389999,1676200
6.830002,5857500
-2.5,-9405200
4.959999,-4826200
0.690003,1778700
-3.650002,34900
-1.099998,1438700
0.849998,831200
2.639999,5588600
-3.729995,1562400
-3.650002,-3697000
4.580002,1375200
-0.860001,-3764900
3.779999,-3273200
0.229996,3102300
-1.159996,2114800
-3,-3745900
2.25,2346500
-2.959999,-1641400
0.669998,1322400
3.339996,1182800
0.070008,433200
3.319999,-4593800
2.849999,-1707800
-1.200005,395600
-0.879997,374400
0.360001,-390800
2.069999,161800
-1.940002,325800
-0.479996,556600
0.049996,2440000
2.029998,-3341600
1.770005,-403800
0.580001,1246800
-1.139999,-955200
-0.580002,1139000
1.379997,493600
2.21,1071400
0.240005,-1928300
0.110001,-379700
-0.290009,716100
-1.309997,-975000
-0.919999,-1055200
1.340004,917600
0.879998,-31200
-1.199997,153300
-1.410004,117400
2.279999,1468700
1.470001,1380800
-0.479996,1284000
0.479996,1198300
-1.339996,-3649000
1.229995,10538200
-3.370002,-6019600
-0.579995,-2399400
-2.740005,811700
-1.659996,-2393100
0.580002,524000
1.059997,1212200
-2.779998,-546900
3.479995,306600
-2.379997,-682200
-1.959999,-3015900
-0.440003,1978000
0.169999,1976200
-0.739998,-1630400
1.520004,3221400
1.079994,-1949800
3.450005,-2579100
-1.120003,421400
0,-1700600
-0.720001,3772600
2.279999,-2054700
-0.859993,-955500
0.939994,-1336800
1.610001,1002300
-0.559997,99400
-2.300004,369000
-0.599998,458600
2.690002,-1823000
-0.080001,199800
-0.919999,2302200
3.529999,-1732900
-0.919998,279000
0.289993,805900
-0.479995,361100
2.069992,1053600
0.280014,-1091400
-0.170014,2314100
-2.219993,-2886400
-3.120003,-2287700
0.5,329800
-1.079994,3302600
1.559997,-1316200
1.309998,-632500
1.330002,-13100
0.640007,855800
-0.94001,1660400
-0.939995,805100
-1.340004,-1026600
-1.18,-3163900
0.86,4291100
-0.779999,1612800
-1.319999,-5496400
-0.790001,448900
1.150001,557300
0.430001,1313600
-2.910004,-101900
2.150001,-902300
-1.159996,-1620800
1.39,708200
1.11,-316700
-0.590004,1596600
0.07,-2175800
0.68,1535300
0.050004,5538000
-1.32,6508300
-2.610001,318600
-3.300003,-10675700
0.110001,-896400
-1.279999,1811200
2.779999,-407500
-2.010002,-2330200
-0.5,464200
0.040001,-1102100
-0.549996,-448000
0.259995,1319700
-1.209999,954700
1.68,3867800
-1.349999,-2168200
-0.569999,-3106300
0.949997,1836300
1.390007,1179900
1.059997,-1173500
1.089997,-45600
-0.729996,3019900
-1.39,-2103500
1.470002,652100
-2.860001,-686200
-0.32,454300
0.680001,-185700
1.159996,-465700
-0.580002,1397400
-2.479996,-733300
-0.07,-1622400
-1.420005,-106500
2.870002,415800
0.32,159100
-1.479996,-2257600
-0.370002,2139400
1.379997,-1247900
1.220001,4627700
-2.080002,6796600
-4.299995,-10493500
-2.010002,-240800
-1.14,410800
0.919998,-657000
-2.849998,-294600
1.160004,-1140800
-0.030007,1105000
2.290001,-732400
-1.889999,1042000
-1.39,-1551900
-1.870002,-12700
-0.930001,5170200
1.25,-2990100
1.430001,783200
2.910003,-3063400
1.150002,2061600
-1.970001,1007500
-1.459999,-1623500
0.449996,-814900
-1.119995,1242300
-0.460006,2166900
2.390007,3000300
-0.810006,6562400
-4.879997,-4458600
2.180001,8742200
-2.300004,-11937700
0.529999,747700
0.200005,-1052200
1.099998,6379900
-5.260002,-9049500
2.25,1674800
-1.61,287400
-0.720002,-1487700
2.460007,3216000
1.079994,-1615800
3.770005,-3505700
-0.21,1974600
3.409996,-3771200
1.989998,102200
-0.489998,-1320900
1.96,-664200
0.090004,-1507000
-0.599999,10904200
-2.210007,-5215700
-1.699997,-999800
-0.830001,1010900
-1.779999,-910900
1.239998,2580100
2.410003,-3458400
0.290001,1627000
-1.480003,559900
2.400001,-3997500
-0.529998,1543300
0.839996,-670000
-1.539993,774900
-1.530007,271400
-0.799995,1557000
-0.650002,4981400
2.32,-5086400
-0.129997,1583900
-3.540001,-280200
-1.860001,-1776800
2.080002,-4513000
-1.830002,4269500
1.199997,1296200
-1.199997,1108800
2.57,-208200
-1.190003,-1270400
-0.159996,430000
1.829995,2324300
-3.82,2775700
-1.199997,4530500
5.860001,5008100
4.970001,-16005200
2.089996,212700
0.230004,-144400
1.189994,-1040500
-0.939994,1479600
2.470001,-377600
-2,-3201300
0.68,1087700
-1.07,-72900
-0.920005,1489600
0.139999,1552700
1.730003,-2509700
-1.309997,2014000
-1.090004,2750300
2.520004,-2590700
0.979996,10364000
3.819999,-6573200
-1.569999,-5260000
-0.220001,-611100
0.240005,7362600
0.57,-7105000
-0.32,-243200
-0.530006,-847700
-1.469994,926500
-0.610001,428100
0.71,1736600
1.959999,-1002600
0.669998,-134200
-1.229996,942900
-0.090004,-1885700
-0.409996,860700
-0.790001,350000
-0.260002,-1310900
0.529999,3363000
0.080002,-3290900
-0.190003,4504800
-0.040001,-2471700
-2.11,-2817100
0.61,1882000
0.82,-2101700
0.050003,1484500
1.349998,1811500
-1.549995,-1980400
-0.25,1393400
2.07,-733100
0.259994,-223100
0.310005,1515000
-1.5,-1186900
-1.319999,872500
-0.800003,-706300
-2.57,-1043200
1.440002,-1084800
-0.200004,2136900
-1.790001,1212300
-1.449997,-1941300
-0.959999,2128800
0.18,1381300
1.680001,5434800
-1.21,1448400
1.540001,-5082800
0.82,-6024600
0.659996,519900
-0.07,3456700
-1.909996,-506200
2.25,-1404600
0.549996,340000
0.36,-775900
-2,2325800
1.340004,1747600
-1.190002,1071400
-1.389999,5425900
3.869995,-2720800
1.100006,3043300
0.909996,-1316600
1.569999,-5482100
-1.93,-840700
0.209999,-2458400
-1.569999,3665400
1.050003,5575300
-4.779999,-7127500
-0.310005,-2534200
-1.109993,1244300
-1.060006,-1740100
0.680001,2420000
-0.180001,-3656300
-0.470001,321500
0.340004,-163000
0.059998,2930900
-0.979996,-2306300
-1.470001,-2453000
-1.57,483400
0.239998,2317100
0.699997,-1587500
-0.519997,-27100
-0.099998,-174200
-0.230004,3246800
-0.659996,2332100
2.159996,-5220700
-0.599998,953700
0.5,-787500
-1.169998,605200
-0.240006,3073100
-1.239998,-4266700
-0.729995,1272000
-0.780007,-859200
0.880005,2324700
-0.150001,313200
-1.269997,6168300
0.610001,16386100
3.429992,-25526500
0.390007,-674300
0.309998,719300
0.059997,-191500
0.330002,2303300
-1.019996,-1980700
-0.730004,702700
-1.230003,803300
1.630005,-2529400
1.119995,916400
0.340004,2198900
0.949997,2345300
-2.68,-2151100
0.560005,-2092900
-1.040001,490700
0.739998,-371600
0.410003,293500
-1.300003,2933700
-0.300003,-551700
-1.089996,-2443100
-0.129997,-344900
-0.200005,-155300
-0.159996,1837400
-0.580002,-481900
0.949997,1849800
-0.959999,1380300
-1.040001,-3909000
-0.269996,2467100
0.559997,6218800
-2.970001,6623400
-3.279999,-14203300
-0.629997,2092900
-0.290001,105300
0.510002,6426100
2.32,-5607700
-0.940003,-3398900
-1.25,-837300
0.739998,1057500
-0.509994,-1148400
1.299995,-2340500
0.160004,1254200
-0.100006,-1543500
-0.309998,969100
-0.110001,1454600
-0.889999,152900
-0.949997,1754400
0.309998,-786600
-0.309998,1276500
0.470001,-3432200
0.269997,2033600
0.029999,-2316900
0.160003,1287900
0.169999,1965200
-0.860001,-3105600
-0.510002,8100
-0.739998,4160600
0.199997,-2818700
0.310005,2803900
-1.050003,-1174800
1.400002,-2007800
-0.830002,801700
-0.279999,1070900
0.940002,2865200
-0.139999,-1084900
-1.990005,1130700
-0.909996,-863600
1.369995,3414400
0.670005,-674100
1.019997,-194900
2.950005,-6074600
0.819999,433700
0.769997,-455700
0.589996,-1597700
0.260002,-178200
-0.36,676500
-0.07,767900
0.279999,76200
-0.909996,58000
0.290001,-371800
-0.029999,769400
1.07,51800
-0.080002,1546000
0.309997,-1165400
0.529999,1652000
-1.209999,-1528500
-0.169998,-45600
0.150002,-178100
0.220001,745300
-0.830002,116900
-1.090004,-1523700
0.060005,430200
-0.11,-501300
-0.32,4637400
0.029999,3201900
-0.940003,12496500
3.279999,-11399700
0.57,-6435400
0.800003,1401500
-1.480004,-2965700
-0.689994,1364200
0.239997,744100
1.180001,2363400
-1.169998,-768200
-1.480004,-3118700
0.89,3303200
-1.040001,-1327700
-0.119995,-4740900
-0.180001,45800
0.229996,69900
-1.539993,-2292900
-0.410004,752800
0.660004,1374100
0.089996,-751000
0,1278600
-0.559998,3051700
-0.139999,101600
0.059998,-3442400
-0.590004,1797200
-0.649994,1342500
-0.480004,-4324600
0.220002,680800
0.370002,170800
-0.11,1636500
0.36,938900
-0.970001,621700
-2.260002,-2062500
0.669998,1025300
-0.400001,-1847700
-0.169999,339100
0.099999,1321900
1.900001,-4154200
0.169999,1221900
-0.439995,-283900
0.169998,1942800
0.559998,240400
-0.339997,-1079500
-0.36,1300
0.18,1700200
-1.220001,-1514700
-0.309998,1011300
0.659996,-850700
0.169998,1503300
0.160004,1283000
-0.150002,-1064600
-1.189994,-1734200
0.269996,388700
0.120003,950600
0.529999,3421600
-0.830002,-3673300
-0.739998,246300
0.779999,-850000
0.290001,1131800
-0.340004,3100200
0.07,-360000
-1.079995,-1471400
-0.620002,3280500
-0.040001,17203800
-2.870003,-14579700
-0.239998,-4662400
-0.629997,-844500
-1.380005,-3126900
-0.509995,548900
0,-497700
-0.190002,-222700
-0.860001,850700
-0.220001,-384300
0.18,1162700
-1.449996,-1280800
0.220001,-355200
0.069999,287400
0.049996,-178400
0.099998,1288200
0.410004,-1148700
-0.5,951200
-0.790001,-1332800
0.400002,4558800
1.809997,-1384400
-1.549995,-2436000
0.369995,-671000
0.700004,3786200
-0.470001,-3938500
-0.260002,654900
0.07,802000
-1.349999,-1407900
-0.269996,184300
-1.260002,-585300
0.879997,-185700
0.569999,240900
0.560006,-674500
-0.440003,492200
0.25,902600
0.180001,519700
-1.080002,50900
-0.440003,-1832000
-0.5,45900
-0.709999,-47600
0.279999,631500
0.330002,-380700
0.620003,1722700
-0.529999,136200
-0.280007,1851100
-2.009994,-1401100
-0.400002,-988000
-1.199997,-1301600
0.259995,-482200
-0.349999,1266800
-0.059997,-685700
0.189995,75500
0.390007,1192200
0.419998,-2296600
-0.010002,518000
-0.180001,1122900
1.270005,975100
-0.450005,-1216100
-0.809997,2273400
-0.32,-2569000
0.059997,1710200
0.099999,30900
-1.129997,2761300
0.620002,3842400
0.589997,2322000
-1.809998,-5869400
-0.560005,-1844800
-0.129997,135100
0.669998,1796900
1.240005,-382600
0.989998,-2285600
0.199997,1068200
-0.25,-513100
1.669998,-2308500
-0.319999,-285300
0.25,-870500
-1.199997,4734400
0.769996,-2462800
-1.029998,-1056800
0.069999,1204700
0.520005,-2148800
-0.050004,1072600
0.090004,1043100
1.110001,-4600
-0.310005,565400
-0.32,-822400
0.279999,2831400
0.610001,-1454100
-0.849999,-640800
-0.779999,1335500
0.089997,-2449200
0.61,1210500
-0.599998,7339000
2.120003,-5549600
0.61,-674200
-0.700004,-1694800
0.459999,1676500
1.170005,-2365800
-0.79,1518400
0.260002,-1335800
0.589996,-1468300
-0.610001,414200
-0.36,3394600
0.050003,-2383200
0.189995,1244500
0.260002,768200
0.380005,-1575500
0.609993,492400
0.890007,-1481200
0.729995,1321600
-0.5,-90700
0.07,-411200
0.440003,-1844100
0.330001,642400
-0.340004,-216300
0.39,648000
-0.849999,-537600
0.269997,1754200
-0.279999,-1384700
-0.189995,1674700
0.109993,2190700
1.540001,-27500
-0.529999,-1525500
-0.68,207500
-0.559997,-252200
-0.449997,-486700
0.359993,119800
-0.159996,4317500
1.449997,-2648900
-1.669999,-3271600
0.340004,165500
-1.230003,-894500
0.410004,2054500
0.939994,-2332000
0.380005,1709800
1.329995,-393400
0.36,579800
-0.720001,-1670900
-0.389999,268600
-0.589997,1740400
0.729996,-1395000
-0.07,-74900
-0.699997,116500
0.650002,-598500
0.279999,288700
-0.160004,907000
1.25,-137200
-0.639999,2435700
-0.229996,-3534000
-0.279999,2544100
-0.43,-2114900
0.509994,1070900
-0.5,-852400
-0.949997,53400
-0.36,215800
-0.550003,-476500
0.120002,1259200
-0.849998,-1239100
-0.290001,378700
-0.040001,-355100
-0.019997,64400
-0.04,753500
0.339996,788400
0.389999,-2173700
-0.529999,116200
0.099999,1076200
1.150001,314900
-0.849998,543700
0.209999,-539200
0.200005,11700
-0.060006,-258500
0.239998,1023500
-0.649994,-818100
0.89,114500
-0.93,2237300
0.400001,-2580000
-0.950005,218100
-0.339996,4321200
0.459999,283500
1.260002,-3654000
0.709999,-778700
-0.639999,1352300
0.329994,-1446500
-0.61,778300
-0.299996,1706800
0.190003,-1435900
-0.060006,-305300
0.560006,45100
-0.050003,2491700
1.729995,-2122300
0.710007,4501300
-0.800003,-2266400
0.169998,-1796800
0.400002,-1997500
0.599998,852300
-0.099998,-76400
-0.339997,1151100
1.219994,1345800
-2.449997,-983500
-0.550003,2619400
0.110001,1882300
0.139999,-6266100
0.200005,-1490600
0.639999,-121600
-0.050003,541000
0.490005,-761600
-0.260002,2957400
-0.099998,273200
-0.64,-1570600
0.279999,-290800
0.610001,2412800
0.159996,-1242300
-0.400002,1005900
0.580002,5383500
2.25,-6501200
1.010002,417700
0.529999,-674800
1.220001,-503000
0.419998,-412500
-0.709999,-847900
0.220002,706900
0.559997,-62000
-0.309997,1353000
0.199996,-874500
0.010003,50900
-0.309998,-2998600
0,3200000
-0.810005,387300
-0.699997,-978700
0.479996,3177900
-0.879998,-2692200
-0.349998,1400500
-1.010002,136700
-1.169998,-2915500
0.190002,926000
-0.560005,-109300
-1.150002,-795800
0.310006,-138200
0.459999,657100
-0.610001,-623700
-0.129997,3859500
-1.810005,-1243500
0.529998,-794300
0.290001,1878100
-0.459999,-589900
0.89,-3235500
0.580001,565000
0.470002,1122500
0.11,88900
-0.139999,538500
-0.160004,-268000
1,1749900
-0.689995,4542700
-0.890007,-4080500
-0.239998,-2391100
-0.150001,-43100
-0.009995,2050200
1,2200500
-1.940002,-1898400
-0.75,-1752800
-0.800003,2000100
0.120003,-3131400
0.290001,1366300
0.339996,-1067500
-0.229996,238900
0.14,363200
-0.860001,1848000
-1.510002,-2248100
-0.579994,-66400
0.589996,1400
0.209999,1435800
-0.650001,255600
1.139999,-3700
0.730003,-1973800
0.900002,2476400
-0.32,-2760800
0.470001,-976400
0.269997,1153200
0.730003,-1348100
-0.040001,289400
-0.639999,295100
0.18,-161000
0.039994,2189200
-1.559998,-2624900
0.080002,2710000
1.080002,-989800
-0.080002,273400
0.799995,-1648900
-0.959999,1004000
0.720001,-1423200
0.220002,811500
0.709999,-417300
0.569999,1156900
0.160004,1323800
-1.61,-2767700
0.150001,1139700
0,-445600
1.199997,-976300
-0.309998,947100
0.470002,192200
-0.640007,832000
1.480003,-1608900
-0.139999,630800
0,-709700
-0.239998,1535300
0.939995,-993700
-0.75,1124500
0.120002,-1716400
0.029999,666000
0.340004,1859400
0.07,-1327500
0.25,-319300
0.079994,-85100
0.240005,112600
-0.04,3694900
0.199996,1057900
-0.900001,4826500
-1.889999,-5444100
0.569999,-1061500
0.040001,902100
-0.970001,2793800
-1.409996,-394500
-1.080002,-3758800
0.340004,6253800
-1.920006,-2683300
-1.569999,-2747900
-1.019997,-2827500
-0.120003,-828700
-0.470001,1773900
0.530006,-607900
0.57,2669700
-1.420006,-1699000
0.130005,4302300
1.400002,-3025400
1.819999,-2120400
-0.819999,-307200
0.139999,-1593500
-0.160004,4848200
0.660004,-753800
-0.75,-736400
-1.410004,-2788700
0.160004,1400800
-0.280006,-819900
0.160003,-472600
-0.129997,-143200
0.239998,946600
-0.040001,752000
0.790001,171300
1.559997,-2124300
-0.510002,3355000
-1.289993,-961600
1.549995,-3255100
0.040001,2668100
-1.139999,-348600
-0.190002,177300
0.700004,-900900
-0.099998,1570000
0.75,700600
-0.800003,3279200
-2.07,-5174000
0.049995,365900
-1.179992,1649100
-0.540001,-1088700
0.659996,853800
0.020004,1066500
1.68,-2365500
0.279999,2133600
0.239998,4621500
1.580002,-6859500
-0.610001,684000
0.040001,1036200
-0.130005,915200
-0.469993,481500
1.139999,3002200
-1.620003,852900
-0.819999,-2264900
-0.400002,765000
-0.18,5240000
-2.019997,4141900
3.470001,-11106400
1.169999,3995100
0.049995,14651300
6.940002,-17485100
0.930001,-3330500
1.18,1339000
0.449997,-133200
1.400001,-3117300
0.840004,1176500
0.559998,1481100
0.57,-3268400
0.75,-830600
0.120002,1983400
0.939995,-1302600
-0.699997,835300
-0.080002,816500
0.440003,-1981500
-0.340004,488200
-0.18,895000
-1.019997,-1019600
0.010002,-50100
-0.230003,3139100
0.580002,-1979400
0.790001,-496800
0.729995,-1402200
0.520005,272400
-0.39,558800
0.900002,-1071800
-0.060006,1088700
-0.220001,576600
-0.529999,1959100
0.770005,-2292900
0.040001,-716200
0.509994,429600
0.380005,-647500
-0.720001,1129900
0.220001,-871300
-0.160004,75400
-0.540001,1468900
0.220002,-797700
0.949997,-559800
0.480003,-11100
0.870003,212300
-0.290001,-318500
-0.760002,-1279200
-0.269997,1360500
-0.540001,609100
-0.060005,818700
1.43,-2116000
0.400002,-703300
-0.019997,969800
-0.970001,121100
0.760002,-331300
-0.440002,40000
-0.440003,1122500
-0.529999,1200700
-0.909996,-1213700
-0.030006,605100
0.240005,-281300
-0.400001,1466600
0.589996,465300
0.620003,-1294000
0.099998,1644100
1.800004,1139400
-0.800004,-2971300
0.349999,-181400
0.760002,489200
-0.209999,-1082200
0.68,-121300
0.099999,1575600
0.419998,-1639000
0.300003,1085000
0.199997,64300
1.050003,-415800
0.830002,-2502000
-0.279999,1019200
-0.120003,-516100
0.120003,1040100
-0.800003,-1073500
0.220001,327700
-0.11,1359500
-0.590004,-108300
-0.469994,-71900
-0.350006,4083200
1.25,-3193000
-0.119995,-1745600
-0.020004,578700
-0.860001,306300
0.220001,-611200
0.840004,1525400
-0.86,-403000
-0.550004,1166400
1.57,-1214100
-0.589996,1763800
-1.32,-1874500
0.119995,512200
-1.639999,205800
1.260002,-170500
-0.779999,-3495500
0.739998,1546300
-0.18,1779300
-0.169998,284200
-0.660004,-135000
0.650001,-1023200
0.360001,1697300
-0.57,-669100
1.029999,-796500
-0.599998,70800
-0.529999,2495000
-1.18,-1195000
-0.239998,-1745300
0,394200
-0.090004,1801100
-0.900002,243200
-1.18,-398300
-0.729996,-1164600
-0.36,-228100
-0.360001,-642100
-0.25,-292000
0.5,1808600
-1,1300700
-0.57,-1561300
-1.040001,214200
0.709999,148800
0.720002,789300
0.550003,6765400
-3.450005,-6509600
-1.07,-1254100
-0.069999,-1694800
0.200004,2417700
1.019997,-2024800
0.629997,-1610300
0.080002,1073700
0.709999,-1013100
0.620003,907500
-0.720001,1166300
-0.159996,-149300
-0.440003,-463400
-0.980003,660000
-0.759995,-993500
-0.5,-330300
-0.319999,776100
0.269996,249200
-0.550003,-98300
0.430001,235900
1.410003,-987400
-0.020004,330700
0.040001,1818300
0.380005,-2575700
0.25,1008200
0.349998,-677700
-0.230003,847900
0.270004,-1047900
-0.32,763900
-0.580001,1203800
-0.89,-1718400
-0.580002,-523000
0.180001,-99400
-0.349999,1368100
0.470001,-1349000
-0.29,-1121600
0.54,166900
-0.25,689600
0.379998,1271200
-0.360001,-1695200
-0.059997,1550200
0.599998,240800
-0.360001,203100
